CompID,company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,lastfundamt,last funding type,totfundamt,investor1,investor2,investor3,investor4,investor5,no of investor,founder2,founder3,RevGp,E-Gp,founded year,tfa,lfa,lastfundedyear,timefund,indtemp,indtemp2,index,Rank
C343,Prestige Group,Commercial Real Estate,Hospitality,Bengaluru,Karnataka,The Prestige Group has firmly established itself as one of the leading and most successful developers of real estate in India.,560 001,$1M to $10M,1997,www.prestigeconstructions.com,1,Razak Sattar,1001-5000,1,IPO,"Feb 8, 2010",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G3,E-G2,1997,0,0,2010,13,0,0,0,4355
C353,TOPS Security,Computer,Information Technology,Mumbai,Maharashtra,"TOPS Security is a security services provider, predominantly providing guarding services.",—,Less than $1M,1970,www.topsgrup.com/,2,Ritchie Nanda,Nov-50,1,—,"Aug 17, 2007",—,Venture - Series Unknown,—,ICICI Venture,,,,,1,,,G8,E-G5,1970,0,0,2007,37,0,0,0,4356
C352,RICHFEEL,Hospital,,Mumbai,Maharashtra,RichFeel One Stop Solution For All Your Hair & Scalp Problem.,400080,Less than $1M,1986,www.richfeel.com/,2,Apoorva Shah,501-1000,1,—,"Sep 1, 2006",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G3,1986,0,0,2006,20,0,0,0,4357
C351,RR Kabel - Top Wire and Cable Manufacturers India,Electronics,Industrial,Mumbai,Maharashtra,"RR Kabel is a manufactures and exports platform that in building wires, appliance wiring materials power.",—,Less than $1M,"Jan 1, 1999",www.rrkabel.com/,3,Shreegopal Kabra,1001-5000,1,IPO,"Sep 7, 2018",—,Private Equity,—,TPG,,,,,1,,,G8,E-G2,1999,0,0,2018,19,0,0,0,4358
C350,Mufti,E-Commerce,Fashion,Mumbai,Maharashtra,"Mufti was launched in 1998 with one driving ambition, to provide an alternative dressing solution.",400093,$1M to $10M,1998,www.muftijeans.in,1,Kamal Khushlani,51-100,1,IPO,"Oct 1, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G3,E-G6,1998,0,0,2008,10,0,0,0,4359
C367,Skenzo,Advertising,Domain Registrar,Mumbai,Maharashtra,Skenzo is a traffic monetization services company.,—,$1M to $10M,"Jan 1, 2004",www.skenzo.com/,1,Divyank Turakhia,51-100,1,Private Equity,"Mar 26, 2008",—,Private Equity,—,Ashmore Group,,,,,1,,,G3,E-G6,2004,0,0,2008,4,0,0,0,4360
C467,N K Proteins,Manufacturing,,Ahmedabad,Gujarat,"\N K Proteins Pvt Ltd. in Business Market and the Brand is recalled as \""\""Tirupati\""\"" across Indian Families.\""""",380009,Less than $1M,1992,www.nkproteins.com,1,Kamlesh Patel,501-1000,1,—,"Nov 3, 2010",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G3,2010,0,0,1992,18,0,0,0,4361
C470,CERA Sanitaryware,Building Material,Manufacturing,Mehsana,Gujarat,CERA Sanitaryware is a pioneer in the sanitaryware segment.,382715,Less than $1M,1980,www.cera-india.com/,1,Vikram Somany,1001-5000,1,Private Equity,"Jan 1, 2015",—,Private Equity,—,Lighthouse Funds,,,,,1,,,G8,E-G2,2015,0,0,1980,35,0,0,0,4362
C474,Rustomjee,Real Estate,,Mumbai,Maharashtra,"Rustomjee is one of the leading property developers in Mumbai, with a strong in house construction capability.",400069,Less than $1M,1996,www.rustomjee.com,1,Boman Rustom Irani,5001-10000,2,—,"Sep 1, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G4,2011,0,0,1996,15,0,0,0,4363
C579,Lumiere Organic Farm,E-Commerce,Food Processing,Bengaluru,Karnataka,Lumiere is a seed-to-table organic product firm that provides healthy and safe food for all.,560066,$10M to $50M,2002,lumiere.co.in,2,Ambrose Kooliath,Nov-50,1,Early Stage Venture,"Jan 9, 2016",—,Series A,—,,,,,,—,,,G2,E-G5,2016,0,0,2002,14,0,0,0,4364
C575,Salus Technologies,Internet,Outsourcing,Pune,Maharashtra,Online Gaming Software Developer,411038,Less than $1M,2000,www.salustechnologies.com,1,Rajendra (Raj) Hemchandra Chandrachud,Nov-50,1,Seed,"Feb 8, 2020",—,Seed,—,,,,,,—,,,G8,E-G5,2020,0,0,2000,20,0,0,0,4365
C574,Sara Plast,CleanTech,Environmental Consulting,Pune,Maharashtra,"Sara Plast designs, manufactures, and supplies customized sanitation solutions for urban and rural India.",411045,Less than $1M,1999,www.3sindia.com/,1,Rajeev Kher,251-500,1,—,"Aug 18, 2009",—,Venture - Series Unknown,—,Aavishkaar Venture Capital,,,,,1,,,G8,E-G7,2009,0,0,1999,10,0,0,0,4366
C573,Neurosynaptic,Hospital,,Bengaluru,Karnataka,Neurosynaptic Communications develops ICT based products and technologies which can create a positive impact on the global rural population.,—,Less than $1M,2002,neurosynaptic.com,1,Sameer Sawarkar,101-250,1,Early Stage Venture,"Oct 5, 2016",—,Series A,—,Indian Angel Network,Axilor Ventures,HealthQuad,,,3,,,G8,E-G9,2016,0,0,2002,14,0,0,0,4367
C349,Multi Commodity Exchange of India Ltd,Bitcoin,Blockchain,Mumbai,Maharashtra,"India’s first listed exchange, is a state-of-the-art, commodity futures exchange",—,Less than $1M,"Nov 10, 2003",www.mcxindia.com/,1,Jignesh Shah,101-250,1,IPO,"Jun 1, 2005",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G9,2003,0,0,2005,2,0,0,0,4368
C340,ELGI Equipments,Manufacturing,,Coimbatore,Tamil Nadu,ELGI Equipments is a leading air compressor manufacturer with a broad line of innovative.,641 005,Less than $1M,1960,www.elgi.com/,1,Jairam Varadaraj,1001-5000,1,Private Equity,"Jan 1, 2019",—,Private Equity,—,MAPE Advisory Group,,,,,1,,,G8,E-G2,1960,0,0,2019,59,0,0,0,4369
C443,Wonderla Holidays,Amusement Park and Arcade,Digital Entertainment,Bengaluru,Karnataka,Wonderla Holidays is an amusement park company.,—,$10M to $50M,Apr-00,www.wonderla.com,2,Arun K. Chittilappilly,1001-5000,1,Private Equity,"Oct 23, 2018",—,Private Equity,—,TVS Capital Funds,,,,,1,,,G2,E-G2,2018,0,0,2000,18,0,0,0,4370
C313,Sahara India,Electric Vehicle,Finance,Lucknow,Uttar Pradesh,"Sahara India Pariwar is an Indian conglomerate that owns companies like power, hospitality, airlines. finance, infrastructure, media",226010,Less than $1M,1978,www.sahara.in,1,Subrata Roy Sahara,10001+,1,—,"May 1, 2010",—,Venture - Series Unknown,—,,,,,,—,,,G8,E-G1,1978,0,0,2010,32,0,0,0,4371
C440,Action Construction Equipment Ltd.,Construction,Manufacturing,Palwal,Haryana,ACE Is India’s material handling and construction equipment manufacturing company.,121102,$100M to $500M,1995,www.ace-cranes.com/,—,,1001-5000,1,IPO,"Aug 30, 2005",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G5,E-G2,2005,0,0,1995,10,0,0,0,4372
C435,Sujana,Management Consulting,Management Information Systems,Hyderabad,Andhra Pradesh,"Sujana started as a domestic appliances company, in 1986. The company produced ceiling fans and pedestal fans, ball bearings and castings.",500082,$10M to $50M,1986,www.sujana.com,1,Y S Chowdary,5001-10000,1,IPO,"Dec 12, 2005",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G2,E-G4,2005,0,0,1986,19,0,0,0,4373
C434,Cosmos-Maya,Animation,Digital Entertainment,Mumbai,Maharashtra,Cosmos-Maya is the market leader in IP-led Indian kid’s animation content.,—,Less than $1M,1996,cosmos-maya.com,2,Deepa Sahi,1001-5000,1,M&A,"Jan 11, 2018",—,Series B,—,Emerald Media,,,,,1,,,G8,E-G2,2018,0,0,1996,22,0,0,0,4374
C431,Nilon’s Enterprises,Food and Beverage,Food Processing,Pune,Maharashtra,"Nilon’s Enterprises is a manufacturer of pickles, spices, and tooty-fruity.",411045,$1M to $10M,1962,www.nilons.com,1,Shri Suresh B. Sanghavi,5001-10000,1,—,"Jul 5, 2017",—,Venture - Series Unknown,—,BanyanTree Finance Pvt. Ltd.,,,,,1,,,G3,E-G4,2017,0,0,1962,55,0,0,0,4375
C430,National Securities Depository Ltd. (NSDL),National Security,Security,Mumbai,Maharashtra,National Securities Depository is one of the largest Depositories in the World.,400013,Less than $1M,Aug-96,nsdl.co.in/,1,Mr. Gagan Rai,251-500,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,India Alternatives Private Equity Fund,,,,,1,,,G8,E-G7,2019,0,0,1996,23,0,0,0,4376
C450,Aforeserve,Artificial Intelligence (AI),Cyber Security,Noida,Uttar Pradesh,"Aforeserve offers ICT infrastructure, cloud computing, cybersecurity, IoT, artificial intelligence, managed IT, and repair services.",201301,Less than $1M,2000,www.aforeserve.co.in/,—,,1001-5000,1,Seed,"Nov 18, 2021",—,Seed,—,India Accelerator,,,,,1,,,G8,E-G2,2021,0,0,2000,21,0,0,0,4377
C464,SoftTech Engineers Limited,Software,,Pune,Maharashtra,SoftTech Engineers develops software solutions for engineering disciplines.,411 009,Less than $1M,"Jun 17, 1996",softtech-engr.com/,1,Vijay Gupta,251-500,1,M&A,"Apr 3, 2014",—,Venture - Series Unknown,—,Rajasthan Venture Capital Fund,,,,,1,,,G8,E-G7,2014,0,0,1996,18,0,0,0,4378
C387,SoulFlower,Beauty,Cosmetics,Mumbai,Maharashtra,"SoulFlower is an e-commerce store that offers aroma, perfumes, soaps, cleansers, candles, gift sets, skin and hair care products.",400059,Less than $1M,2001,www.soulflower.biz/,2,Amit Sarda,101-250,1,—,"Dec 1, 2021",—,Venture - Series Unknown,—,Wipro Consumer Care Ventures,,,,,1,,,G8,E-G9,2001,0,0,2021,20,0,0,0,4379
C384,Afcons,Construction,Infrastructure,Mumbai,Maharashtra,Afcons offers construction and infrastructure development services.,—,Less than $1M,"Jan 1, 1959",www.afcons.com/,—,,1001-5000,1,Private Equity,"Jan 1, 2007",—,Private Equity,—,D. E. Shaw & Co.,,,,,1,,,G8,E-G2,1959,0,0,2007,48,0,0,0,4380
C336,Sportz Interactive,Analytics,Broadcasting,Mumbai,Maharashtra,"Sportz Interactive is leading sports data, content & solutions company.",400063,Less than $1M,2002,sportzinteractive.net,1,Naveen Aranha,101-250,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,ASK Pravi,,,,,1,,,G8,E-G9,2002,0,0,2019,17,0,0,0,4381
C329,Unicity International,Fitness,Health Care,Bengaluru,Karnataka,"Unicity International engages in the research, education, and development of new formulations for health and wellness.",560042,$1M to $10M,2001,www.unicity.com,—,,501-1000,1,Seed,"Aug 1, 2021",—,Angel,—,Oskar Hartmann,,,,,1,,,G3,E-G3,2001,0,0,2021,20,0,0,0,4382
C318,Sapphire Systems,Financial Services,Information Technology,Mumbai,Maharashtra,"Sapphire Systems is a global provider of financial accounting, ERP and business management solutions.",400 013,$1M to $10M,1993,www.sapphiresystems.com,1,Ian Caswell,51-100,1,M&A,"Jan 5, 2020",—,Private Equity,—,Souter Investments,Horizon Capital,,,,2,,,G3,E-G6,1993,0,0,2020,27,0,0,0,4383
C312,Baazar Kolkata,Consumer,Fashion,Kolkata,West Bengal,"Baazar Kolkata is an online marketplace that offers households, accessories, and clothing for men, women, and kids.",700 091,Less than $1M,2002,baazarkolkata.com/,1,Manoj Khemka,101-250,1,Private Equity,"Nov 1, 2018",—,Private Equity,—,Siguler Guff & Company,o3 Capital,,,,2,,,G8,E-G9,2002,0,0,2018,16,0,0,0,4384
C337,Rediff,Digital Media,E-Commerce,Mumbai,Maharashtra,Rediff is an Indian breaking news and content portal site.,400 016,$50M to $100M,"Dec 25, 1996",www.rediff.com,1,Ajit Balakrishnan,501-1000,1,IPO,"Apr 4, 2000",—,Venture - Series Unknown,—,CyberWorks Ventures,,,,,1,,,G4,E-G3,1996,0,0,2000,4,0,0,0,4385
C308,In-Solutions Global,Payments,,Mumbai,Maharashtra,In-Solutions Global is a fintech pioneer and trusted service payment company.,400064,Less than $1M,2004,insolutionsglobal.com/,5,Adelia Castelino,1001-5000,1,Private Equity,"Dec 19, 2022",—,Private Equity,—,JP Morgan,,Siddharth Castelino,,,1,,,G8,E-G2,2004,0,0,2022,18,0,0,0,4386
C306,Chrysalis (EZ Vidya),E-Learning,Education,Chennai,Tamil Nadu,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,—,Less than $1M,2002,www.chrysalis.world/,1,Chitra Ravi,101-250,2,Seed,"Jun 19, 2018",—,Seed,—,Rianta Capital,Gray Matters Capital,Artha Group,Menterra Venture Advisors,CBA Capital,5,,,G8,E-G9,2002,0,0,2018,16,0,0,0,4387
C302,CLR Facility Services Pvt. Ltd.,Facilities Support Services,,Pune,Maharashtra,CLR is a facility management services provider.,411004,Less than $1M,2002,www.clrservices.com,1,Rajaram Pathak,10001+,1,Private Equity,"Jan 24, 2018",—,Private Equity,—,IndiaNivesh Fund,,,,,1,,,G8,E-G1,2002,0,0,2018,16,0,0,0,4388
C298,Sobha,Commercial,Construction,Bengaluru,Karnataka,Sobha specializes in developing residential and commercial projects.,—,Less than $1M,1995,www.sobha.com,1,P. N. C. Menon,1001-5000,2,—,"Apr 1, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G2,1995,0,0,2012,17,0,0,0,4389
C297,Unilog,Content,E-Commerce,Bengaluru,Karnataka,"Unilog is a global technology company that delivers powerful, affordable eCommerce solutions for the B2B marketplace.",560078,Less than $1M,1998,www.unilogcorp.com/,1,Achutha Bachalli K.,501-1000,1,M&A,"Sep 16, 2015",—,Seed,—,Kalaari Capital,,,,,1,,,G8,E-G3,1998,0,0,2015,17,0,0,0,4390
C296,Webchutney,Advertising,Marketing,New Delhi,Delhi,"Webchutney is an India-based digital agency that provides web design, web promotion and web marketing services.",110030,$1M to $10M,1999,webchutney.com,2,Sidharth Rao,251-500,1,Early Stage Venture,"Oct 4, 2007",—,Series A,—,Capital18,,,,,1,,,G3,E-G7,1999,0,0,2007,8,0,0,0,4391
C292,Infinx Services,Billing,Health Care,Mumbai,Maharashtra,Infinx Services is a medical company located in Mumbai.,—,$100M to $500M,"Jan 1, 1978",www.infinx.com/,1,Sandeep Tandon,1001-5000,1,—,"Nov 29, 2021",—,Venture - Series Unknown,—,Norwest Venture Partners,,,,,1,,,G5,E-G2,1978,0,0,2021,43,0,0,0,4392
C287,Indira IVF,Health Care,,Udaipur,Rajasthan,Indira IVF is an infertility treatment provider.,313002,$10M to $50M,1988,indiraivf.com/,5,Ashish Lodha,1001-5000,1,M&A,"Apr 15, 2019",—,Private Equity,—,TA Associates,,Nitiz Murdia,,,1,,,G2,E-G2,1988,0,0,2019,31,0,0,0,4393
C286,Dhanuka Agritech,Chemical,,New Delhi,Delhi,Dhanuka Agritech is one of India’s leading agrochemical Company.,110005,Less than $1M,"Aug 8, 1980",www.dhanuka.com/,1,Shri Ram Gopal Agarwal,1001-5000,1,Private Equity,"Jan 1, 2010",—,Private Equity,—,Lighthouse Funds,,,,,1,,,G8,E-G2,1980,0,0,2010,30,0,0,0,4394
C284,Security & Intelligence Services (India) Ltd.,Security,,Hyderabad,Andhra Pradesh,Security & Intelligence Services is a provider of security services both in India and Australia.,500082,$10B+,1985,www.sisindia.com,1,Ravindra Kishore Sinha,10001+,1,IPO,"Jan 1, 2013",—,Private Equity,—,CX Partners,,,,,1,,,G9,E-G1,1985,0,0,2013,28,0,0,0,4395
C278,Fabindia,Retail,,New Delhi,Delhi,"Fabindia is India's largest private platform for products that are made from traditional techniques, skills.",—,Less than $1M,1958,www.fabindia.com,1,John Bissell,1001-5000,1,Private Equity,"May 7, 2019",—,Private Equity,—,Lighthouse Funds,,,,,1,,,G8,E-G2,1958,0,0,2019,61,0,0,0,4396
C262,FruBon,Dairy,Food Processing,Jaipur,Rajasthan,FruBon is a product of Dev Milk Foods that provides milk & dairy products.,—,Less than $1M,2004,frubon.com/,—,,Nov-50,1,Early Stage Venture,"Feb 13, 2024",—,Series A,—,Fireside Ventures,Pi Ventures,,,,2,,,G8,E-G5,2004,0,0,2024,20,0,0,0,4397
C785,Smartcooky,Media and Entertainment,,New Delhi,Delhi,Smartcooky is a marketplace for health foods and personal care product,110020,Less than $1M,2000,www.smartcooky.com/,2,Prannoy Roy,01-Oct,2,—,"Feb 11, 2016",—,Venture - Series Unknown,—,Rajan Anandan,Pramod Bhasin,Vandana Luthra,,,3,,,G8,E-G10,2016,0,0,2000,16,0,0,0,4398
C788,Spirit Media,Enterprise,Film Production,Hyderabad,Andhra Pradesh,Spirit Media is a producing house for media that is expanding quickly.,500096,Less than $1M,2004,thespiritmedia.com/,—,,Nov-50,1,—,"Mar 15, 2023",—,Venture - Series Unknown,—,Gruhas,,,,,1,,,G8,E-G5,2023,0,0,2004,19,0,0,0,4399
C768,MARG Group,Infrastructure,,Chennai,Tamil Nadu,MARG is an India’s fastest growing Infrastructure organizations.,600 041,Less than $1M,1994,www.marggroup.com,1,GRK Reddy,1001-5000,1,IPO,"Dec 1, 2007",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G2,2007,0,0,1994,13,0,0,0,4400
C692,TD Power Systems,Electronics,Manufacturing,Bengaluru,Karnataka,TD Power Systems is the largest manufacturer of sub 52 MW AC generators in India.,562 111,Less than $1M,1999,tdps.co.in/,—,,501-1000,1,Private Equity,"Jul 1, 2011",—,Private Equity,—,Baring Private Equity India,,,,,1,,,G8,E-G3,2011,0,0,1999,12,0,0,0,4401
C634,Jabsons Foods,Food Delivery,Organic Food,Bharuch,Gujarat,Jabsons Foods offers a range of ethnic snacks and sells its products across India through multiple channels and in international markets.,392 002,Less than $1M,1906,jabsons.com/,—,,01-Oct,1,Private Equity,"Dec 22, 2022",—,Private Equity,—,Jashvik Capital,,,,,1,,,G8,E-G10,2022,0,0,1906,116,0,0,0,4402
C632,Forum Projects,Commercial Real Estate,Intellectual Property,Kolkata,West Bengal,Forum Projects is a private real estate company.,700 001,$10M to $50M,1981,www.forumprojects.in/,1,SM Shroff,51-100,1,—,"Nov 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G2,E-G6,2014,0,0,1981,33,0,0,0,4403
C629,Karma Ayurveda,Health Care,,Delhi,Delhi,Karma Ayurveda is leading manufacturer and supplier of the Ayurvedic medicine for kidney failure disease at affordable prices.,110034,Less than $1M,"Jul 20, 1937",kidneyfailuretreatment.in/,1,Puneet Dhawan,51-100,1,—,"Jan 1, 2014",—,Venture - Series Unknown,—,Lighthouse Funds,,,,,1,,,G8,E-G6,2014,0,0,1937,77,0,0,0,4404
C627,Sprinng Foods,Food and Beverage,Food Processing,Vile Parle,Maharashtra,"Sprinng Foods is a food and beverage company that develops perfect, delicious recipes.",400049,Less than $1M,"Jul 15, 1993",www.sprinngfoods.com/,2,Tarun Khanna,Nov-50,1,Seed,"Jan 27, 2020",—,Seed,—,Mistletoe,Amit Singhal,Rajesh Sawhney,Sukhbir Singh,Infobridge Asia,9,,,G8,E-G5,2020,0,0,1993,27,0,0,0,4405
C659,Venus Infrastructure & Developers,Real Estate,,Ahmedabad,Gujarat,"Venus Infrastructure & Developers is a leading developer of Residential, Commercial, Retail, Hospitality and Township Properties.",380015,Less than $1M,1990,venusinfrastructure.com/,2,Deepakkumar Vaswani,501-1000,1,—,"Jan 1, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G3,2015,0,0,1990,25,0,0,0,4406
C660,Jaypee Group,Industrial,,Noida,Uttar Pradesh,Jaypee Group well diversified infrastructural industrial conglomerate in India.,201304,Less than $1M,1979,www.jalindia.com/,1,Jaiprakash Gaur,10001+,1,IPO,"Apr 3, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G1,2008,0,0,1979,29,0,0,0,4407
C662,Goli Vada Pav Pvt. Ltd.,Restaurants,,Mumbai,Maharashtra,Goli Vada Pav Pvt. Ltd. owns and operates a chain of quick service restaurants in India.,400 079,Less than $1M,2003,www.golivadapav.com/,1,Venky Iyer,101-250,1,—,"Aug 1, 2011",—,Venture - Series Unknown,—,VenturEast,,,,,1,,,G8,E-G9,2011,0,0,2003,8,0,0,0,4408
C667,Golden Gate Properties,Real Estate,,Bengaluru,Karnataka,"Residential and the commercial space, spanning the horizons of Bangalore and Hyderabad.",560 095,$1M to $10M,1995,www.ggproperties.com/,2,Joe Pratt,251-500,1,—,"Oct 8, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G3,E-G7,2013,0,0,1995,18,0,0,0,4409
C698,SSIPL Group,Sports,,New Delhi,Delhi,SSIPL is an integrated sportswear company,110044,Less than $1M,1994,www.ssiplgroup.com/,2,Dharmender Khanna,5001-10000,1,Private Equity,"Mar 19, 2015",—,Private Equity,—,Oman India Joint Investment Fund,,,,,1,,,G8,E-G4,2015,0,0,1994,21,0,0,0,4410
C697,Mailit,Logistics,Management Information Systems,Mumbai,Maharashtra,Mailit is a dispatch aggregator that offers personalized dispatch of various types of packages and mailroom management services.,400022,$1M to $10M,1987,www.mailit.co.in/,1,Mahesh Shirodkar,101-250,1,—,"Apr 21, 2021",—,Venture - Series Unknown,—,Ratan Tata,,,,,1,,,G3,E-G9,2021,0,0,1987,34,0,0,0,4411
C694,Robo Silicon,Building Material,Construction,Hyderabad,Andhra Pradesh,Robo Silicon is manufactures construction aggregates and sand to the infrastructure industry.,500096,Less than $1M,2001,www.robo.co.in/,2,Subba Rao Chunduru,251-500,1,Private Equity,"Dec 1, 2007",—,Private Equity,—,True North,,,,,1,,,G8,E-G7,2007,0,0,2001,6,0,0,0,4412
C693,Pride Group of Hotels,Hospitality,Hotel,Mumbai,Maharashtra,Pride Group of Hotels is a banquet hall that provides event planning and organizing services for special occasions.,—,Less than $1M,"Jan 1, 1988",www.pridehotel.com/,1,Satyen Jain,1001-5000,1,Private Equity,"Oct 4, 2007",—,Private Equity,—,Kotak Realty Fund,,,,,1,,,G8,E-G2,2007,0,0,1988,19,0,0,0,4413
C691,Guardian.in,Fitness,Health Care,Mumbai,Maharashtra,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,—,Less than $1M,"Mar 5, 2002",www.guardian.in/,—,,Nov-50,1,Seed,"Aug 13, 2018",—,Seed,—,John Abraham,,,,,1,,,G8,E-G5,2018,0,0,2002,16,0,0,0,4414
C639,Vacmet India Ltd,Manufacturing,Packaging Services,Noida,Uttar Pradesh,"Vacmet India is engaged in the manufacturing of packaging materials, primarily catering to the food sector.",—,$1M to $10M,1993,www.vpipl.co.in/,—,,501-1000,1,—,"Aug 1, 2010",—,Venture - Series Unknown,—,Rabo Equity Advisors,,,,,1,,,G3,E-G3,2010,0,0,1993,17,0,0,0,4415
C690,Unique Power Technologies,Manufacturing,,Jaipur,Rajasthan,Manufacturer & Supplier of Industrial Tools and Equipment,302022,Less than $1M,"Apr 16, 2001",www.equalequip.com/,1,Ashok Sharma,101-250,1,Seed,"Jul 10, 2021",—,Seed,—,,,,,,—,,,G8,E-G9,2021,0,0,2001,20,0,0,0,4416
C688,Narang Group,Food and Beverage,,Mumbai,Maharashtra,"Narang Group stakes claim on the luxury lifestyle space with a diversified network of individually run, professional businesses.",400050,$10M to $50M,2002,www.naranggroup.com/,1,Rahul Narang,501-1000,1,—,"Feb 26, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G2,E-G3,2016,0,0,2002,14,0,0,0,4417
C701,TAS Information Intelligence,Information Technology,,Bengaluru,Karnataka,TAS Information Intelligence is an information technology and services company.,560038,Less than $1M,2004,www.tas.in/tas_index.html,1,Madan Pandit,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Mumbai Angels,,,,,1,,,G8,E-G10,2019,0,0,2004,15,0,0,0,4418
C687,Majestique Landmarks,Real Estate,Textiles,Pune,Maharashtra,"Majestique Landmarks, the company diversified into the real estate sector, with residential & commercial projects in Pune.",411037,$1M to $10M,1975,www.majestiqueproperties.com,1,Dwarkadas Hastimal Maheshwari,01-Oct,1,—,"Sep 5, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G3,E-G10,2013,0,0,1975,38,0,0,0,4419
C681,DTL Ancillaries,Industrial,Manufacturing,Pune,Maharashtra,DTL Ancillaries manufactures customized CRF sections and load body fabrication for railway wagons and coaches and commercial vehicles.,410501,$1M to $10M,1996,www.dtlpune.com/,2,Siddharth Jain,101-250,1,Private Equity,"Mar 26, 2012",—,Private Equity,—,Frontline Strategy,,,,,1,,,G3,E-G9,2012,0,0,1996,16,0,0,0,4420
C680,ASK Property Investment Advisors (ASK PIA),,,Mumbai,Maharashtra,ASK PIA manages and provides advice on real estate dedicated funds.,400 030,Less than $1M,1983,www.askpropertyadvisors.com/,1,Amit Bhagat,01-Oct,1,Private Equity,"Dec 21, 2016",—,Private Equity,—,Advent International,,,,,1,,,G8,E-G10,2016,0,0,1983,33,0,0,0,4421
C678,Lakhani Builders,Real Estate,,Mumbai,Maharashtra,Lakhani builders is an organisation that's well known for realty excellence from last 25 Years.,400 705,$10M to $50M,1989,www.lakhanibuilders.in,2,Vijay Lakhani,501-1000,1,—,"Mar 8, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G2,E-G3,2015,0,0,1989,26,0,0,0,4422
C676,Amar Prakash Developers,Real Estate,,Chennai,Tamil Nadu,"Amarprakash is an Indian conglomerate company headquartered in Chennai, Tamil Nadu.",600044,Less than $1M,2004,www.amarprakash.in,—,,Nov-50,1,—,"Feb 25, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G5,2015,0,0,2004,11,0,0,0,4423
C675,Kanakia Spaces,Real Estate,,Mumbai,Maharashtra,"Established in 1986, Kanakia Spaces Pvt. Ltd. is Kanakia Group’s flagship real estate company.",400 093,Less than $1M,1986,kanakia.com/,2,Himanshu Kanakia,501-1000,1,—,"Aug 1, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G3,2008,0,0,1986,22,0,0,0,4424
C674,DivyaSree,Real Estate,,Bengaluru,Karnataka,A Bangalore based company is playing a significant role in changing the real estate landscape of South India.,560 025,Less than $1M,1995,www.divyasree.com/,1,P. Shyama Raju,501-1000,2,—,"Jan 14, 2014",—,Venture - Series Unknown,—,Brand Capital,Kotak Investment Advisors,,,,2,,,G8,E-G3,2014,0,0,1995,19,0,0,0,4425
C670,S D Corporation,Real Estate,,Mumbai,Maharashtra,SD Corporation is a preferred developer for redevelopment and green field projects.,400 005,Less than $1M,1998,www.sdcorp.in,—,,Nov-50,1,—,"Mar 1, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G8,E-G5,2016,0,0,1998,18,0,0,0,4426
C668,Ambience Group,Real Estate,,New Delhi,Delhi,Ambience Pvt. Ltd. is a real estate developer company.,110016,$1M to $10M,1986,www.ambiencegroup.in,1,Yash Sayani,01-Oct,1,—,"Nov 7, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G3,E-G10,2014,0,0,1986,28,0,0,0,4427
C637,The Pride Group,Hospitality,Real Estate,Mumbai,Maharashtra,"A leading property development conglomerate that is changing the cityscapes of Pune, Mumbai and Bangalore.",400 025,$10M to $50M,1993,www.pridegroup.net/,—,,501-1000,1,—,"May 12, 2009",—,Venture - Series Unknown,—,Brand Capital,,,,,1,,,G2,E-G3,2009,0,0,1993,16,0,0,0,4428
C640,Reva,Automotive,Electric Vehicle,Bengaluru,Karnataka,Reva is an electric car company that manufactures electric vehicles for Indian and European markets.,—,Less than $1M,1994,,—,,01-Oct,1,M&A,"Nov 1, 2006",—,Private Equity,—,Global Environment Fund Management,,,,,1,,,G8,E-G10,2006,0,0,1994,12,0,0,0,4429
